,index,entity_name,model_output
5292,29327,voltage,120.0 V
5293,29328,item_weight,19 OZ (538g)
5294,29329,depth,45mm
5295,29330,maximum_weight_recommendation,220 Lbs
5296,29331,height,60 cm
5297,29332,height,78 cm
5298,29333,depth,20cm
5299,29334,depth,3.1 INCH (8.0 CM)
5300,29335,depth,"15"""
5301,29336,height,"15"""
5302,29337,height,18cm
5303,29338,depth,13cm
5304,29339,width,44 cm
5305,29340,depth,44 cm
5306,29341,height,122mm
5307,29342,width,5.3 inch
5308,29343,depth,5.3 inch
5309,29344,width,100mm
5310,29345,depth,100mm
5311,29346,height,100mm
5312,29347,depth,"39.4"""
5313,29348,height,79 mm
5314,29349,depth,7.5 cm
5315,29350,item_weight,3 TB
5316,29351,width,20 cm
5317,29352,depth,24.6 cm
5318,29353,width,5.2cm
5319,29354,depth,5.2cm
5320,29355,height,120cm
5321,29356,depth,14cm
5322,29357,width,42cm
5323,29358,width,"6""15.24cm"
5324,29359,depth,60 x 130 cm
5325,29360,maximum_weight_recommendation,500-Pound
5326,29361,depth,30CM
5327,29362,width,30CM
5328,29363,wattage,120W
5329,29364,voltage,120V
5330,29365,depth,140mm
5331,29366,width,140mm
5332,29367,maximum_weight_recommendation,1.5KG
5333,29368,item_weight,1.5KG
5334,29369,depth,25 CM
5335,29370,height,25 CM
5336,29371,width,"36"""
5337,29372,item_weight,Under 15 lb.
5338,29373,item_weight,8 OZ
5339,29374,width,22CM
5340,29375,height,22CM
5341,29376,depth,22CM
5342,29377,depth,80 cm
5343,29378,width,1.5cm
5344,29379,depth,1.5cm
5345,29380,height,1.5cm
5346,29381,height,26.5 cm
5347,29382,depth,25 cm
5348,29383,height,15.5 cm
5349,29384,height,15.00 cm
5350,29385,width,"45.8"""
5351,29386,voltage,20V
5352,29387,height,13 cm
5353,29388,width,"12.3"""
5354,29389,depth,"6.3"""
5355,29390,depth,24 inches
5356,29391,width,24 inches
5357,29392,height,81 cm
5358,29393,width,81 cm
5359,29394,depth,2.3CM
5360,29395,depth,4.6 inch
5361,29396,height,3.14 inch
5362,29397,width,27 mm
5363,29398,depth,2.6th
5364,29399,height,32cm
5365,29400,depth,32cm
5366,29401,width,32cm
5367,29402,height,10.35 inches
5368,29403,width,7.55 inches
5369,29404,depth,The depth of the item is 2.16 inches.
5370,29405,depth,4.5cm
5371,29406,width,4.5cm
5372,29407,width,16 in
5373,29408,depth,16 in
5374,29409,height,16 in
5375,29410,depth,"15.8"" / 40cm"
5376,29411,width,"31.5"""
5377,29412,depth,3.48IN
5378,29413,height,4.72IN
5379,29414,height,1m
5380,29415,maximum_weight_recommendation,450 LBS
5381,29416,depth,10CM
5382,29417,width,12.5CM
5383,29418,height,21.7cm
5384,29419,depth,118mm
5385,29420,width,118mm
5386,29421,depth,9cm
5387,29422,item_weight,459g
5388,29423,depth,30cm
5389,29424,wattage,"10,000 BTU"
5390,29425,voltage,"10,000 VA"
5391,29426,height,6 inches
5392,29427,depth,"4-1/2"""
5393,29428,depth,7.6cm
5394,29429,width,69cm
5395,29430,voltage,200W
5396,29431,wattage,200W
5397,29432,height,20cm
5398,29433,height,105cm
5399,29434,depth,105cm
5400,29435,height,25cm
5401,29436,depth,9 cm
5402,29437,width,100cm
5403,29438,height,100cm
5404,29439,depth,100cm
5405,29440,width,18.5cm
5406,29441,depth,18.5cm
5407,29442,width,11.4cm
5408,29443,voltage,The image does not provide any information about the voltage of the item.
5409,29444,depth,"9.8"""
5410,29445,height,"9.8"""
5411,29446,width,"9.8"""
5412,29447,height,7.5cm
5413,29448,width,"101"""
5414,29449,height,80cm
5415,29450,depth,210 mm
5416,29451,width,210 mm
5417,29452,depth,3.74in
5418,29453,height,"13.78"""
5419,29454,height,215 cm
5420,29455,width,138 cm
5421,29456,depth,3.78 inch
5422,29457,depth,13.2 cm
5423,29458,width,7.5 in / 19.0 cm
5424,29459,height,13.3 in
5425,29460,width,14.5 in
5426,29461,height,11 cm
5427,29462,width,"9.25"""
5428,29463,depth,"9.25"""
5429,29464,height,"9.25"""
5430,29465,item_weight,6 OZ
5431,29466,depth,25cm
5432,29467,width,137 cm
5433,29468,width,30cm
5434,29469,height,30cm
5435,29470,height,40cm / 15.75 Tch
5436,29471,width,40cm
5437,29472,depth,40cm
5438,29473,height,9cm
5439,29474,width,9cm
5440,29475,depth,9cm
5441,29476,height,"16.1"""
5442,29477,width,"15.7"""
5443,29478,height,43.5 cm
5444,29479,depth,43.5 cm
5445,29480,depth,"17.13"""
5446,29481,width,"10.94"""
5447,29482,depth,4.6cm
5448,29483,height,4.6 cm
5449,29484,height,6.5cm
5450,29485,width,6.5cm
5451,29486,depth,6.5cm
5452,29487,maximum_weight_recommendation,37 pounds
5453,29488,depth,4.5cm
5454,29489,voltage,1700W
5455,29490,wattage,1700W
5456,29491,item_weight,9042350
5457,29492,width,2.55 inch
5458,29493,maximum_weight_recommendation,300 lbs
5459,29494,voltage,4.2 A
5460,29495,depth,1.1in
5461,29496,width,"3.35"""
5462,29497,maximum_weight_recommendation,150KG
5463,29498,height,31.26cm
5464,29499,depth,70g
5465,29500,width,31.26cm
5466,29501,height,10.5 cm
5467,29502,depth,20cm
5468,29503,depth,14cm
5469,29504,depth,145 cm
5470,29505,height,18 cm
5471,29506,depth,5 cm
5472,29507,depth,1.5 inches
5473,29508,width,10.5 inches
5474,29509,height,The height of the item is 10 inches.
5475,29510,height,"15.75"""
5476,29511,depth,5.7 cm
5477,29512,height,5.7 cm
5478,29513,height,23cm
5479,29514,item_weight,3.75
5480,29515,width,25cm
5481,29516,width,"13.8"""
5482,29517,height,9.5cm
5483,29518,item_weight,30 Lbs
5484,29519,maximum_weight_recommendation,265 Lbs
5485,29520,height,208 cm
5486,29521,depth,9.8 inches
5487,29522,height,9.8 inch
5488,29523,voltage,5V
5489,29524,item_weight,100g
5490,29525,height,3.9in/10cm
5491,29526,depth,3.9in/10cm
5492,29527,depth,4.72 inch
5493,29528,height,2.32in/5.9cm
5494,29529,width,30mm
5495,29530,item_weight,The image does not provide any information about the item_weight.
5496,29531,width,30cm / 11.8in
5497,29532,depth,30cm / 11.8in
5498,29533,height,11.8 in
5499,29534,height,H55cm
5500,29535,height,0.95 cm
5501,29536,width,8.6cm (3.4inch)
5502,29537,depth,8.6cm (3.4inch)
5503,29538,depth,120 cm (47.2 in)
5504,29539,width,120 cm (47.2 in)
5505,29540,width,5.9 inch
5506,29541,depth,5.9 inches
5507,29542,height,5.9 inch
5508,29543,maximum_weight_recommendation,275 lbs
5509,29544,width,10 mm
5510,29545,depth,5.7x9.84 inch
5511,29546,height,5.7x9.84 inch
5512,29547,width,5.9 in
5513,29548,depth,5.9 in
5514,29549,width,"205mm / 8.07"""
5515,29550,depth,25cm
5516,29551,height,22cm
5517,29552,height,66 INCH
5518,29553,width,12 INCH
5519,29554,depth,66 INCH
5520,29555,maximum_weight_recommendation,265LBS
5521,29556,item_weight,26G (0.92oz)
5522,29557,depth,5.5 inch
5523,29558,height,5.5 inch
5524,29559,height,4.72 in
5525,29560,depth,4.72 cm
5526,29561,width,11.81 in / 30 cm
5527,29562,depth,11.81 in / 30 cm
5528,29563,width,40.00 inch
5529,29564,height,363MM
5530,29565,width,9.8cm
5531,29566,item_weight,The image does not provide the item_weight of the Joy-Con Charging Dock.
5532,29567,wattage,5V/250MA
5533,29568,width,42cm
5534,29569,width,16.4cm
5535,29570,depth,29.3cm
5536,29571,width,1.88 inch
5537,29572,depth,9.05 inches
5538,29573,height,3.05 inches
5539,29574,width,3.05 inches
5540,29575,height,31.5in/800mm
5541,29576,width,7.5CM
5542,29577,height,30CM
5543,29578,depth,7.5CM
5544,29579,height,22 Cms
5545,29580,width,22 Cms
5546,29581,width,102.5 cm
5547,29582,depth,1.7cm
5548,29583,depth,9.2in
5549,29584,width,6.7in
5550,29585,depth,21cm
5551,29586,depth,300cm
5552,29587,height,10.62 in
5553,29588,item_weight,New Weight: 16 OZ (473 g)
5554,29589,depth,200mm
5555,29590,width,126 cm
5556,29591,depth,49.6 in
5557,29592,height,126 cm
5558,29593,width,"21.5""W"
5559,29594,depth,"13.8"" (35cm)"
5560,29595,width,"7.5"" (19cm)"
5561,29596,depth,50 cm
5562,29597,height,100x80x20mm
5563,29598,depth,100x80x20mm
5564,29599,depth,22cm
5565,29600,height,"24cm (9.4"")"
5566,29601,voltage,7.5V
5567,29602,wattage,7W
5568,29603,voltage,12V
5569,29604,wattage,12W
5570,29605,depth,11cm
5571,29606,height,22cm
5572,29607,width,21mm
5573,29608,depth,0.35mm
5574,29609,width,14cm
5575,29610,maximum_weight_recommendation,220LB
5576,29611,item_weight,The image does not provide the item_weight of the item.
5577,29612,depth,22cm
5578,29613,width,22cm
5579,29614,height,22cm
5580,29615,height,99mm
5581,29616,depth,99mm
5582,29617,voltage,120V
5583,29618,wattage,12000 BTU
5584,29619,height,28cm
5585,29620,depth,80 mm
5586,29621,width,80 mm
5587,29622,height,230 mm
5588,29623,height,0.75 INCH
5589,29624,width,0.75 INCH
5590,29625,width,21.5 cm
5591,29626,depth,200 cm
5592,29627,height,60 cm
5593,29628,height,1.96 in / 5 cm
5594,29629,depth,381 mm
5595,29630,width,381 mm
5596,29631,height,80cm
5597,29632,width,39.62cm
5598,29633,height,49.78cm
5599,29634,height,"25-3/8"""
5600,29635,width,"25-3/8"""
5601,29636,height,210 cm
5602,29637,depth,2.4CM
5603,29638,height,7CM
5604,29639,depth,7CM
5605,29640,height,7.79 inch
5606,29641,depth,3.7 inches
5607,29642,item_weight,7.5 OZ (354 g)
5608,29643,height,7.87 inches / 20 cm
5609,29644,depth,5.51 in / 14 cm
5610,29645,depth,7cm
5611,29646,height,10.5cm
5612,29647,width,4.9 inch
5613,29648,depth,4.9 inch
5614,29649,width,7.5cm
5615,29650,item_weight,1.7kg
5616,29651,width,39.37 in
5617,29652,depth,H8.5cm
5618,29653,width,4 inches
5619,29654,depth,8 cm
5620,29655,width,8 cm
5621,29656,wattage,850W
5622,29657,item_weight,The image does not provide the item_weight of the item.
5623,29658,maximum_weight_recommendation,0.650 kg
5624,29659,depth,5.5cm
5625,29660,height,5.5cm
5626,29661,item_volume,14 FL OZ
5627,29662,height,1.38 in
5628,29663,depth,1.38 in / 3.5 cm
5629,29664,width,14.4 cm
5630,29665,height,15.8 cm
5631,29666,depth,3.6mm
5632,29667,width,80 cm
5633,29668,item_weight,485g
5634,29669,depth,26cm
5635,29670,width,26cm
5636,29671,height,5.9cm
5637,29672,item_weight,5.5kg
5638,29673,depth,20.6mm
5639,29674,width,20.6mm
5640,29675,depth,3.8 inch
5641,29676,height,3.8 inch
5642,29677,width,44cm
5643,29678,depth,0.3CM
5644,29679,width,11cm
5645,29680,depth,112mm
5646,29681,height,112mm
5647,29682,voltage,120V
5648,29683,wattage,60W
5649,29684,height,310mm
5650,29685,depth,80mm
5651,29686,width,82MM
5652,29687,depth,82MM
5653,29688,height,9 cm
5654,29689,depth,1.5 cm
5655,29690,width,"11.75"""
5656,29691,height,32cm
5657,29692,width,23 cm
5658,29693,height,23 cm
5659,29694,depth,23 cm
5660,29695,height,11.5 inches / 24.3 cm
5661,29696,depth,3.9 in / 10 cm
5662,29697,height,4.92 in / 12.5 cm
5663,29698,height,5.50 in / 14 cm
5664,29699,depth,29.0 cm
5665,29700,height,11.4 in
5666,29701,depth,95 mm
5667,29702,width,8cm
5668,29703,depth,8cm
5669,29704,depth,8 in
5670,29705,height,8 in
5671,29706,width,8 In
5672,29707,item_weight,16 oz (1 lb)
5673,29708,height,140 cm
5674,29709,width,140 cm
5675,29710,depth,140 cm
5676,29711,width,"0.7"""
5677,29712,width,14.5cm
5678,29713,height,16.5 cm
5679,29714,depth,50x140CM
5680,29715,height,50x140CM
5681,29716,depth,4.4 inch
5682,29717,width,30cm
5683,29718,depth,25cm
5684,29719,height,12cm
5685,29720,wattage,1200W
5686,29721,voltage,1200W
5687,29722,height,77 cm
5688,29723,width,22 cm
5689,29724,item_weight,8 oz (226g)
5690,29725,item_weight,"55°

The weight of the item is 55°, which is likely referring to the loft angle of the golf club."
5691,29726,height,90mm
5692,29727,width,63mm
5693,29728,width,5.6 inches
5694,29729,height,5.6 inches
5695,29730,item_weight,1 kg
5696,29731,item_weight,10 oz
5697,29732,depth,105mm
5698,29733,width,60mm
5699,29734,item_weight,2 Fluid Ounces
5700,29735,width,8 inch
5701,29736,height,65cm
5702,29737,depth,60cm
5703,29738,height,200 cm
5704,29739,width,2.6in
5705,29740,item_weight,36 lb
5706,29741,maximum_weight_recommendation,660 LBS
5707,29742,height,78 cm
5708,29743,width,11.6 cm
5709,29744,height,14.3 cm
5710,29745,height,"8"""
5711,29746,depth,20x30 cm
5712,29747,item_weight,5 LITRE
5713,29748,item_weight,2 oz (60 ml)
5714,29749,depth,29.749cm
5715,29750,wattage,The image does not provide any information about the wattage of the item.
5716,29751,voltage,The image does not provide any information about the voltage of the item.
5717,29752,height,70 cm
5718,29753,width,28.5CM
5719,29754,depth,22CM
5720,29755,width,33.02cm
5721,29756,height,"48.25"""
5722,29757,height,38mm
5723,29758,depth,8 cm
5724,29759,width,8 cm
5725,29760,width,"3.66"""
5726,29761,depth,3.66 inches
5727,29762,height,"3.66"""
5728,29763,height,71.5 cm
5729,29764,depth,19cm
5730,29765,height,19cm
5731,29766,height,10 cm
5732,29767,depth,10 cm
5733,29768,width,8 cm
5734,29769,item_weight,The image does not provide any information about the item_weight.
5735,29770,height,14cm
5736,29771,depth,14cm
5737,29772,depth,"2.25"""
5738,29773,width,"2.25"""
5739,29774,height,34in
5740,29775,item_weight,300kg
5741,29776,maximum_weight_recommendation,300kg
5742,29777,height,50.5cm
5743,29778,depth,50.5cm
5744,29779,height,16 in
5745,29780,depth,8.58 inch
5746,29781,width,8.58 inch
5747,29782,item_weight,3.5 oz (100g)
5748,29783,width,52 mm
5749,29784,depth,52 mm
5750,29785,height,7mm
5751,29786,height,72mm
5752,29787,height,8.5cm
5753,29788,item_weight,2.6 oz (74g)
5754,29789,item_weight,5.3 Ounce
5755,29790,width,20cm
5756,29791,height,17cm
5757,29792,depth,50.00 cm
5758,29793,height,"16.75"""
5759,29794,item_weight,60 lbs
5760,29795,wattage,60V
5761,29796,voltage,60V
5762,29797,width,22cm
5763,29798,width,50MM
5764,29799,height,36.5 cm
5765,29800,depth,7.21 in
5766,29801,height,7.21 in
5767,29802,depth,9.5cm
5768,29803,height,13.5cm
5769,29804,item_weight,NET WT 20 OZ (5.68 LB)
5770,29805,depth,The depth of the item is 50mm.
5771,29806,depth,40cm
5772,29807,depth,10.1 inches
5773,29808,width,8.1 inch
5774,29809,width,10.2 in
5775,29810,depth,9.0 in / 23 cm
5776,29811,width,148mm
5777,29812,width,"7"""
5778,29813,item_weight,6g
5779,29814,width,5x7
5780,29815,depth,19cm
5781,29816,width,132 cm
5782,29817,height,132 cm
5783,29818,height,12.5 cm
5784,29819,depth,12.5 cm
5785,29820,maximum_weight_recommendation,150kg (330lbs)
5786,29821,width,4.84 inches
5787,29822,depth,5.1in/13cm
5788,29823,item_weight,The item weight given in the image is 10-14oz.
5789,29824,width,150 cm
5790,29825,height,"29.5"""
5791,29826,height,H 84mm
5792,29827,depth,H 84mm
5793,29828,depth,11.4mm
5794,29829,height,11.4mm
5795,29830,width,11.4mm
5796,29831,item_weight,18 oz
5797,29832,width,13.6 inch
5798,29833,height,7.8cm
5799,29834,height,176.0 cm
5800,29835,width,16 cm
5801,29836,depth,0.59in / 1.5cm
5802,29837,height,0.59in / 1.5cm
5803,29838,width,10.43 inches
5804,29839,width,0.3mm
5805,29840,height,0.3mm
5806,29841,depth,0.3mm
5807,29842,depth,93mm
5808,29843,height,93mm
5809,29844,width,30.5cm
5810,29845,height,"2.75"""
5811,29846,item_weight,The image does not provide the item_weight of the item.
5812,29847,depth,15cm
5813,29848,height,10cm/3.94in
5814,29849,depth,10cm/3.94in
5815,29850,width,10cm
5816,29851,maximum_weight_recommendation,The image does not provide a value for the maximum weight recommendation of the item.
5817,29852,width,41cm
5818,29853,width,5.2cm
5819,29854,height,5.2cm
5820,29855,item_weight,"7,445 Cubic Feet Per Minute"
5821,29856,wattage,34 Watts
5822,29857,voltage,34 Volts
5823,29858,maximum_weight_recommendation,220lbs
5824,29859,height,65.5cm
5825,29860,depth,65.5cm
5826,29861,depth,"3.1"""
5827,29862,width,"9.6"""
5828,29863,width,8.26 in
5829,29864,depth,2.55 in
5830,29865,height,2.55 in
5831,29866,width,2.55 in
5832,29867,depth,"5.0"""
5833,29868,height,"5.0"""
5834,29869,depth,10CM
5835,29870,height,10CM
5836,29871,height,"39"""
5837,29872,height,11.4cm
5838,29873,depth,320ml
5839,29874,depth,190 cm
5840,29875,height,190 cm
5841,29876,width,190 cm
5842,29877,height,9.5cm
5843,29878,height,"9.3"""
5844,29879,width,215mm
5845,29880,height,215mm
5846,29881,width,"5.43"" (13.8 cm)"
5847,29882,depth,3.6 inches
5848,29883,height,3.6 inches
5849,29884,width,64cm
5850,29885,height,10 cm
5851,29886,depth,13 inches
5852,29887,maximum_weight_recommendation,300 LB
5853,29888,width,50cm
5854,29889,item_weight,40 lbs
5855,29890,height,19.3cm
5856,29891,item_volume,24 BOTTLES
5857,29892,wattage,1150W
5858,29893,voltage,115/240V
5859,29894,height,11 inch
5860,29895,depth,55.11 in
5861,29896,height,25.52 in
5862,29897,wattage,22 Watts
5863,29898,voltage,220V
5864,29899,item_weight,"4,471 Cubic Feet Per Minute"
5865,29900,item_weight,The image does not provide the item_weight of the ceiling fan.
5866,29901,wattage,The image does not provide the wattage of the item.
5867,29902,voltage,The image does not provide any information about the voltage of the item.
5868,29903,depth,8.00cm
5869,29904,width,8.00cm
5870,29905,width,26cm
5871,29906,height,26cm
5872,29907,depth,26cm
5873,29908,height,36cm
5874,29909,depth,113.25 mm
5875,29910,width,6.1 in / 15.5 cm
5876,29911,depth,3.1 in / 8 cm
5877,29912,width,2.1 in
5878,29913,depth,2.1 in
5879,29914,wattage,The image does not provide any information about the wattage of the item.
5880,29915,voltage,802.11a/b/g
5881,29916,width,8mm
5882,29917,width,106 in
5883,29918,depth,106 mm
5884,29919,width,55cm
5885,29920,height,6cm
5886,29921,depth,55cm
5887,29922,width,3.7 inches
5888,29923,depth,3.7 inches
5889,29924,depth,0.7 inch
5890,29925,width,4.5cm
5891,29926,width,"23.66"""
5892,29927,height,"9.25 """
5893,29928,width,50 cm
5894,29929,item_volume,12-FL OZ
5895,29930,depth,"1.6"""
5896,29931,height,"7.1"" / 18cm"
5897,29932,depth,9.5CM
5898,29933,height,9.5CM
5899,29934,depth,10mm
5900,29935,depth,17cm
5901,29936,width,"3.5"""
5902,29937,depth,"3"""
5903,29938,voltage,100-450V
5904,29939,wattage,100W-450W
5905,29940,height,210 cm
5906,29941,width,3.14 in
5907,29942,depth,3.14 in
5908,29943,height,3.14 in
5909,29944,width,138 cm
5910,29945,width,"4.25"""
5911,29946,item_weight,10oz
5912,29947,width,"8-11/16"""
5913,29948,width,42.72in/12cm
5914,29949,width,4.1 inch
5915,29950,depth,4.1 inch
5916,29951,height,14.5 inches
5917,29952,height,32 cm
5918,29953,width,5.9in
5919,29954,depth,5.9in
5920,29955,depth,5.9 in
5921,29956,item_volume,1 fl oz - 30 ml
5922,29957,width,17cm
5923,29958,depth,17cm
5924,29959,width,12 cm
5925,29960,height,12 cm
5926,29961,depth,12 cm
5927,29962,height,23CM
5928,29963,height,12.8 cm
5929,29964,depth,12.8 cm
5930,29965,depth,7.2cm
5931,29966,height,7.87 in
5932,29967,height,50cm
5933,29968,depth,19.68 inch
5934,29969,width,50cm
5935,29970,voltage,0.9W
5936,29971,wattage,0.9W
5937,29972,height,72 cm
5938,29973,wattage,The wattage of the item is not explicitly mentioned in the image.
5939,29974,voltage,The voltage of the item is 12V.
5940,29975,height,42cm
5941,29976,height,23cm
5942,29977,width,23cm
5943,29978,depth,23cm
5944,29979,height,3.15 in
5945,29980,wattage,10 watts
5946,29981,voltage,7.3V
5947,29982,height,"20"""
5948,29983,depth,"8"""
5949,29984,width,"8"""
5950,29985,voltage,3.5V
5951,29986,width,150mm
5952,29987,wattage,450 W
5953,29988,voltage,450V
5954,29989,width,16 inches
5955,29990,depth,300g
5956,29991,depth,11 cm
5957,29992,width,11 cm
5958,29993,width,15cm
5959,29994,item_weight,7 OZ (198g)
5960,29995,height,"11.9"""
5961,29996,height,11.8 in / 30 cm
5962,29997,depth,3.9 in
5963,29998,width,21.7 cm
5964,29999,depth,5.7 cm
5965,30000,height,30cm
5966,30001,depth,30cm
5967,30002,depth,50 cm
5968,30003,height,3.15/26CM
5969,30004,height,1.775 inches
5970,30005,maximum_weight_recommendation,220lbs
5971,30006,item_weight,220lbs
5972,30007,width,8.5cm
5973,30008,height,8.5cm
5974,30009,width,22.8cm
5975,30010,depth,22.8cm
5976,30011,width,"31.5"""
5977,30012,height,2.75 inch
5978,30013,height,"59.75"""
5979,30014,depth,7.5cm
5980,30015,width,7.5cm
5981,30016,width,220 cm
5982,30017,height,16.5 in
5983,30018,width,16.5 in
5984,30019,height,11 inches
5985,30020,depth,9 inch
5986,30021,height,92.5 cm
5987,30022,item_volume,8.5 FL Oz
5988,30023,height,11CM
5989,30024,voltage,1500 watts
5990,30025,wattage,1500 watts
5991,30026,item_weight,The image does not provide the item_weight of the item.
5992,30027,depth,34cm
